Date,Average_price($/unit) ,Total_Volume (units),Type,Year,City,State,Mileage (miles)
2015-02-01,$0.91 ,1352028,conventional,2015,San Francisco, CA,283
2015-02-01,$1.06 ,57802,organic,2015,San Francisco, CA,283
2015-02-01,$0.97 ,933148,conventional,2015,Seattle, WA,1029
2015-02-01,$1.44 ,40335,organic,2015,Seattle, WA,1029
2015-02-01,$0.97 ,135656,conventional,2015,Spokane, WA,1097
2015-02-01,$1.38 ,6445,organic,2015,Spokane, WA,1097
2015-02-01,$1.10 ,308372,conventional,2015,St. Louis, MO,1841
2015-02-01,$1.93 ,2688,organic,2015,St. Louis, MO,1841
2015-02-01,$1.26 ,57424,conventional,2015,Syracuse, NY,2693
2015-02-01,$1.65 ,1285,organic,2015,Syracuse, NY,2693
2015-02-01,$0.92 ,562243,conventional,2015,Tampa, FL,2636
2015-02-01,$1.68 ,2109,organic,2015,Tampa, FL,2636
2015-02-08,$0.99 ,51254,conventional,2015,Albany, NY,2832
2015-02-08,$1.59 ,1771,organic,2015,Albany, NY,2832
2015-02-08,$1.03 ,433884,conventional,2015,Atlanta, GA,2199
2015-02-08,$1.29 ,13288,organic,2015,Atlanta, GA,2199
2015-02-08,$1.09 ,844931,conventional,2015,BaltimoreWashington, MD,2679
2015-02-08,$1.43 ,14898,organic,2015,BaltimoreWashington, MD,2679
2015-02-08,$1.07 ,69971,conventional,2015,Boise, ID,827
2015-02-08,$1.35 ,3871,organic,2015,Boise, ID,827
2015-02-08,$1.04 ,609985,conventional,2015,Boston, MA,2998
2015-02-08,$1.91 ,3098,organic,2015,Boston, MA,2998
2015-02-08,$1.36 ,132760,conventional,2015,BuffaloRochester, NY,2552
2015-02-08,$1.54 ,3415,organic,2015,BuffaloRochester, NY,2552
2015-02-08,$1.17 ,150139,conventional,2015,Charlotte, NC,2428
2015-02-08,$1.87 ,4011,organic,2015,Charlotte, NC,2428
2015-02-08,$1.13 ,729326,conventional,2015,Chicago, IL,2030
2015-02-08,$1.78 ,9911,organic,2015,Chicago, IL,2030
2015-02-08,$0.93 ,186617,conventional,2015,CincinnatiDayton, OH,2190
2015-02-08,$1.24 ,10352,organic,2015,CincinnatiDayton, OH,2190
2015-02-08,$0.96 ,128078,conventional,2015,Columbus, OH,2261
2015-02-08,$1.78 ,3484,organic,2015,Columbus, OH,2261
2015-02-08,$0.67 ,1207168,conventional,2015,DallasFtWorth, TX,1449
2015-02-08,$1.35 ,10315,organic,2015,DallasFtWorth, TX,1449
2015-02-08,$0.95 ,766576,conventional,2015,Denver, CO,1032
2015-02-08,$1.40 ,22799,organic,2015,Denver, CO,1032
2015-02-08,$1.11 ,268196,conventional,2015,Detroit, MI,2296
2015-02-08,$1.86 ,6499,organic,2015,Detroit, MI,2296
2015-02-08,$1.24 ,132621,conventional,2015,Grand Rapids, MI,2193
2015-02-08,$1.79 ,1084,organic,2015,Grand Rapids, MI,2193
2015-02-08,$1.02 ,239757,conventional,2015,HarrisburgScranton, PA,2717
2015-02-08,$1.67 ,3408,organic,2015,HarrisburgScranton, PA,2717
2015-02-08,$1.09 ,364572,conventional,2015,HartfordSpringfield, CT,2906
2015-02-08,$2.37 ,5223,organic,2015,HartfordSpringfield, CT,2906
2015-02-08,$0.70 ,1180723,conventional,2015,Houston, TX,1656
2015-02-08,$1.25 ,9078,organic,2015,Houston, TX,1656
2015-02-08,$0.98 ,158792,conventional,2015,Indianapolis, IN,2083
2015-02-08,$1.68 ,2086,organic,2015,Indianapolis, IN,2083
2015-02-08,$1.21 ,91841,conventional,2015,Jacksonville, FL,2440
2015-02-08,$1.71 ,2243,organic,2015,Jacksonville, FL,2440
2015-02-08,$1.01 ,318771,conventional,2015,Las Vegas, NV,286
2015-02-08,$1.68 ,7138,organic,2015,Las Vegas, NV,286
2015-02-08,$0.90 ,2641033,conventional,2015,Los Angeles, CA,111
2015-02-08,$1.29 ,46991,organic,2015,Los Angeles, CA,111
2015-02-08,$1.00 ,87054,conventional,2015,Louisville, KY,2101
2015-02-08,$1.61 ,1438,organic,2015,Louisville, KY,2101
2015-02-08,$0.94 ,171749,conventional,2015,Nashville, TN,2022
2015-02-08,$1.64 ,4615,organic,2015,Nashville, TN,2022
2015-02-08,$0.93 ,242065,conventional,2015,New Orleans, LA,1954
2015-02-08,$1.53 ,3533,organic,2015,New Orleans, LA,1954
2015-02-08,$1.11 ,1658709,conventional,2015,New York, NY,2794
2015-02-08,$1.95 ,22571,organic,2015,New York, NY,2794
2015-02-08,$1.23 ,204397,conventional,2015,Orlando, FL,2617
2015-02-08,$1.75 ,3229,organic,2015,Orlando, FL,2617
2015-02-08,$1.09 ,477876,conventional,2015,Philadelphia, PA,2759
2015-02-08,$1.76 ,4173,organic,2015,Philadelphia, PA,2759
2015-02-08,$0.64 ,1151157,conventional,2015,PhoenixTucson, AZ,482
2015-02-08,$1.55 ,12418,organic,2015,PhoenixTucson, AZ,482
2015-02-08,$1.38 ,66361,conventional,2015,Pittsburgh, PA,2445
2015-02-08,$1.60 ,2253,organic,2015,Pittsburgh, PA,2445
2015-02-08,$1.08 ,447702,conventional,2015,Portland, OR,855
2015-02-08,$1.23 ,57670,organic,2015,Portland, OR,855
2015-02-08,$1.14 ,222484,conventional,2015,RaleighGreensboro, NC,2557
2015-02-08,$1.73 ,5750,organic,2015,RaleighGreensboro, NC,2557
2015-02-08,$1.06 ,212888,conventional,2015,RichmondNorfolk, VA,2632
2015-02-08,$1.55 ,4719,organic,2015,RichmondNorfolk, VA,2632
2015-02-08,$0.98 ,432572,conventional,2015,Sacramento, CA,277
2015-02-08,$1.50 ,8676,organic,2015,Sacramento, CA,277
2015-02-08,$0.98 ,448395,conventional,2015,San Diego, CA,253
2015-02-08,$1.29 ,15054,organic,2015,San Diego, CA,253
2015-02-08,$0.92 ,928837,conventional,2015,San Francisco, CA,283
2015-02-08,$1.35 ,27557,organic,2015,San Francisco, CA,283
2015-02-08,$1.08 ,488981,conventional,2015,Seattle, WA,1029
2015-02-08,$1.40 ,54484,organic,2015,Seattle, WA,1029
2015-02-08,$1.03 ,74139,conventional,2015,Spokane, WA,1097
2015-02-08,$1.43 ,5788,organic,2015,Spokane, WA,1097
2015-02-08,$1.09 ,214719,conventional,2015,St. Louis, MO,1841
2015-02-08,$1.89 ,3708,organic,2015,St. Louis, MO,1841
2015-02-08,$1.25 ,51557,conventional,2015,Syracuse, NY,2693
2015-02-08,$1.65 ,1284,organic,2015,Syracuse, NY,2693
2015-02-08,$1.19 ,236434,conventional,2015,Tampa, FL,2636
2015-02-08,$1.65 ,2954,organic,2015,Tampa, FL,2636
2015-02-15,$1.06 ,41568,conventional,2015,Albany, NY,2832
2015-02-15,$1.81 ,1182,organic,2015,Albany, NY,2832
2015-02-15,$1.06 ,427391,conventional,2015,Atlanta, GA,2199
2015-02-15,$1.46 ,7783,organic,2015,Atlanta, GA,2199
2015-02-15,$1.25 ,637319,conventional,2015,BaltimoreWashington, MD,2679
2015-02-15,$1.56 ,16335,organic,2015,BaltimoreWashington, MD,2679
2015-02-15,$1.14 ,61222,conventional,2015,Boise, ID,827
2015-02-15,$1.62 ,1309,organic,2015,Boise, ID,827
2015-02-15,$1.20 ,399884,conventional,2015,Boston, MA,2998
2015-02-15,$1.91 ,2272,organic,2015,Boston, MA,2998
2015-02-15,$1.44 ,100207,conventional,2015,BuffaloRochester, NY,2552
2015-02-15,$1.65 ,1270,organic,2015,BuffaloRochester, NY,2552
2015-02-15,$1.22 ,156799,conventional,2015,Charlotte, NC,2428
2015-02-15,$1.92 ,3126,organic,2015,Charlotte, NC,2428
2015-02-15,$1.17 ,726401,conventional,2015,Chicago, IL,2030
2015-02-15,$1.81 ,10576,organic,2015,Chicago, IL,2030
2015-02-15,$0.94 ,169950,conventional,2015,CincinnatiDayton, OH,2190
2015-02-15,$1.22 ,10742,organic,2015,CincinnatiDayton, OH,2190
2015-02-15,$1.05 ,106664,conventional,2015,Columbus, OH,2261
2015-02-15,$1.64 ,4284,organic,2015,Columbus, OH,2261
2015-02-15,$0.77 ,1020857,conventional,2015,DallasFtWorth, TX,1449
2015-02-15,$1.41 ,10959,organic,2015,DallasFtWorth, TX,1449
2015-02-15,$1.12 ,629074,conventional,2015,Denver, CO,1032
2015-02-15,$1.44 ,19661,organic,2015,Denver, CO,1032
2015-02-15,$1.16 ,255598,conventional,2015,Detroit, MI,2296
2015-02-15,$1.82 ,7039,organic,2015,Detroit, MI,2296
2015-02-15,$1.21 ,136761,conventional,2015,Grand Rapids, MI,2193
2015-02-15,$1.88 ,788,organic,2015,Grand Rapids, MI,2193
2015-02-15,$1.22 ,187672,conventional,2015,HarrisburgScranton, PA,2717
2015-02-15,$1.65 ,4702,organic,2015,HarrisburgScranton, PA,2717
2015-02-15,$1.39 ,223170,conventional,2015,HartfordSpringfield, CT,2906
2015-02-15,$2.13 ,2754,organic,2015,HartfordSpringfield, CT,2906
2015-02-15,$0.73 ,1062388,conventional,2015,Houston, TX,1656
2015-02-15,$1.29 ,10570,organic,2015,Houston, TX,1656
2015-02-15,$1.30 ,121768,conventional,2015,Indianapolis, IN,2083
2015-02-15,$1.77 ,1602,organic,2015,Indianapolis, IN,2083
2015-02-15,$1.24 ,105176,conventional,2015,Jacksonville, FL,2440
2015-02-15,$1.82 ,1759,organic,2015,Jacksonville, FL,2440
2015-02-15,$1.12 ,255465,conventional,2015,Las Vegas, NV,286
2015-02-15,$1.79 ,6259,organic,2015,Las Vegas, NV,286
2015-02-15,$0.83 ,2926436,conventional,2015,Los Angeles, CA,111
2015-02-15,$1.43 ,41524,organic,2015,Los Angeles, CA,111
2015-02-15,$1.13 ,80538,conventional,2015,Louisville, KY,2101
2015-02-15,$1.75 ,1201,organic,2015,Louisville, KY,2101
2015-02-15,$1.03 ,153852,conventional,2015,Nashville, TN,2022
2015-02-15,$1.11 ,10582,organic,2015,Nashville, TN,2022
2015-02-15,$1.02 ,230069,conventional,2015,New Orleans, LA,1954
2015-02-15,$1.48 ,5151,organic,2015,New Orleans, LA,1954
2015-02-15,$1.36 ,997562,conventional,2015,New York, NY,2794
2015-02-15,$1.91 ,25038,organic,2015,New York, NY,2794
2015-02-15,$1.26 ,204812,conventional,2015,Orlando, FL,2617
2015-02-15,$1.85 ,2038,organic,2015,Orlando, FL,2617
2015-02-15,$1.34 ,335173,conventional,2015,Philadelphia, PA,2759
2015-02-15,$1.68 ,5687,organic,2015,Philadelphia, PA,2759
2015-02-15,$0.60 ,1159510,conventional,2015,PhoenixTucson, AZ,482
2015-02-15,$1.66 ,10159,organic,2015,PhoenixTucson, AZ,482
2015-02-15,$1.43 ,60214,conventional,2015,Pittsburgh, PA,2445
2015-02-15,$1.71 ,1784,organic,2015,Pittsburgh, PA,2445
2015-02-15,$1.23 ,363889,conventional,2015,Portland, OR,855
2015-02-15,$1.51 ,25692,organic,2015,Portland, OR,855
2015-02-15,$1.21 ,230632,conventional,2015,RaleighGreensboro, NC,2557
2015-02-15,$1.69 ,4323,organic,2015,RaleighGreensboro, NC,2557
2015-02-15,$1.13 ,207250,conventional,2015,RichmondNorfolk, VA,2632
2015-02-15,$1.59 ,3487,organic,2015,RichmondNorfolk, VA,2632
2015-02-15,$1.13 ,381042,conventional,2015,Sacramento, CA,277
2015-02-15,$1.63 ,7436,organic,2015,Sacramento, CA,277
2015-02-15,$0.94 ,486114,conventional,2015,San Diego, CA,253
2015-02-15,$1.49 ,12775,organic,2015,San Diego, CA,253
2015-02-15,$1.23 ,696515,conventional,2015,San Francisco, CA,283
2015-02-15,$1.55 ,24986,organic,2015,San Francisco, CA,283
2015-02-15,$1.33 ,352335,conventional,2015,Seattle, WA,1029
2015-02-15,$1.59 ,37469,organic,2015,Seattle, WA,1029
2015-02-15,$1.24 ,57870,conventional,2015,Spokane, WA,1097
2015-02-15,$1.51 ,4449,organic,2015,Spokane, WA,1097
2015-02-15,$1.23 ,169119,conventional,2015,St. Louis, MO,1841
2015-02-15,$1.82 ,4234,organic,2015,St. Louis, MO,1841
2015-02-15,$1.35 ,38751,conventional,2015,Syracuse, NY,2693
2015-02-15,$1.72 ,561,organic,2015,Syracuse, NY,2693
2015-02-15,$1.21 ,242479,conventional,2015,Tampa, FL,2636
2015-02-15,$1.75 ,1986,organic,2015,Tampa, FL,2636
2015-02-22,$1.07 ,45675,conventional,2015,Albany, NY,2832
2015-02-22,$1.82 ,1152,organic,2015,Albany, NY,2832
2015-02-22,$1.10 ,431309,conventional,2015,Atlanta, GA,2199
2015-02-22,$1.38 ,10970,organic,2015,Atlanta, GA,2199
2015-02-22,$1.11 ,749846,conventional,2015,BaltimoreWashington, MD,2679
2015-02-22,$1.19 ,23920,organic,2015,BaltimoreWashington, MD,2679
2015-02-22,$0.99 ,76836,conventional,2015,Boise, ID,827
2015-02-22,$1.75 ,1081,organic,2015,Boise, ID,827
2015-02-22,$1.23 ,355432,conventional,2015,Boston, MA,2998
2015-02-22,$1.74 ,3326,organic,2015,Boston, MA,2998
2015-02-22,$1.41 ,109547,conventional,2015,BuffaloRochester, NY,2552
2015-02-22,$1.53 ,5821,organic,2015,BuffaloRochester, NY,2552
2015-02-22,$1.08 ,201741,conventional,2015,Charlotte, NC,2428
2015-02-22,$1.90 ,3180,organic,2015,Charlotte, NC,2428
2015-02-22,$1.18 ,773078,conventional,2015,Chicago, IL,2030
2015-02-22,$1.83 ,10235,organic,2015,Chicago, IL,2030
2015-02-22,$0.93 ,183072,conventional,2015,CincinnatiDayton, OH,2190
2015-02-22,$1.23 ,11254,organic,2015,CincinnatiDayton, OH,2190
2015-02-22,$1.09 ,114281,conventional,2015,Columbus, OH,2261
2015-02-22,$1.79 ,3934,organic,2015,Columbus, OH,2261
2015-02-22,$0.80 ,1116601,conventional,2015,DallasFtWorth, TX,1449
2015-02-22,$1.38 ,15485,organic,2015,DallasFtWorth, TX,1449
2015-02-22,$1.00 ,899303,conventional,2015,Denver, CO,1032
2015-02-22,$1.40 ,24794,organic,2015,Denver, CO,1032
2015-02-22,$1.15 ,250889,conventional,2015,Detroit, MI,2296
2015-02-22,$1.85 ,7177,organic,2015,Detroit, MI,2296
2015-02-22,$1.31 ,129296,conventional,2015,Grand Rapids, MI,2193
2015-02-22,$1.89 ,950,organic,2015,Grand Rapids, MI,2193
2015-02-22,$1.20 ,191040,conventional,2015,HarrisburgScranton, PA,2717
2015-02-22,$1.68 ,3400,organic,2015,HarrisburgScranton, PA,2717
2015-02-22,$1.38 ,220210,conventional,2015,HartfordSpringfield, CT,2906
2015-02-22,$2.38 ,4834,organic,2015,HartfordSpringfield, CT,2906
2015-02-22,$0.82 ,978808,conventional,2015,Houston, TX,1656
2015-02-22,$1.26 ,10792,organic,2015,Houston, TX,1656
2015-02-22,$1.34 ,127501,conventional,2015,Indianapolis, IN,2083
2015-02-22,$1.87 ,1564,organic,2015,Indianapolis, IN,2083
2015-02-22,$1.10 ,121049,conventional,2015,Jacksonville, FL,2440
2015-02-22,$1.77 ,1863,organic,2015,Jacksonville, FL,2440
2015-02-22,$1.16 ,242732,conventional,2015,Las Vegas, NV,286
2015-02-22,$1.79 ,7179,organic,2015,Las Vegas, NV,286
2015-02-22,$0.83 ,2954706,conventional,2015,Los Angeles, CA,111
2015-02-22,$1.36 ,44973,organic,2015,Los Angeles, CA,111
2015-02-22,$1.01 ,107443,conventional,2015,Louisville, KY,2101
2015-02-22,$1.67 ,1348,organic,2015,Louisville, KY,2101
2015-02-22,$1.05 ,148164,conventional,2015,Nashville, TN,2022
2015-02-22,$1.32 ,9792,organic,2015,Nashville, TN,2022
2015-02-22,$0.92 ,256175,conventional,2015,New Orleans, LA,1954
2015-02-22,$1.52 ,3562,organic,2015,New Orleans, LA,1954
2015-02-22,$1.33 ,1088977,conventional,2015,New York, NY,2794
2015-02-22,$2.21 ,16621,organic,2015,New York, NY,2794
2015-02-22,$1.18 ,226965,conventional,2015,Orlando, FL,2617
2015-02-22,$1.76 ,2585,organic,2015,Orlando, FL,2617
2015-02-22,$1.36 ,348215,conventional,2015,Philadelphia, PA,2759
2015-02-22,$1.75 ,4341,organic,2015,Philadelphia, PA,2759
2015-02-22,$0.63 ,1163115,conventional,2015,PhoenixTucson, AZ,482
2015-02-22,$1.59 ,10925,organic,2015,PhoenixTucson, AZ,482
2015-02-22,$1.26 ,70345,conventional,2015,Pittsburgh, PA,2445
2015-02-22,$1.71 ,1860,organic,2015,Pittsburgh, PA,2445
2015-02-22,$1.11 ,495032,conventional,2015,Portland, OR,855
2015-02-22,$1.38 ,28688,organic,2015,Portland, OR,855
2015-02-22,$1.11 ,258728,conventional,2015,RaleighGreensboro, NC,2557
2015-02-22,$1.77 ,3991,organic,2015,RaleighGreensboro, NC,2557
2015-02-22,$1.10 ,225830,conventional,2015,RichmondNorfolk, VA,2632
2015-02-22,$1.51 ,4120,organic,2015,RichmondNorfolk, VA,2632
2015-02-22,$1.14 ,405013,conventional,2015,Sacramento, CA,277
2015-02-22,$1.51 ,8785,organic,2015,Sacramento, CA,277
2015-02-22,$0.92 ,516149,conventional,2015,San Diego, CA,253
2015-02-22,$1.44 ,11765,organic,2015,San Diego, CA,253
2015-02-22,$1.23 ,776336,conventional,2015,San Francisco, CA,283
2015-02-22,$1.39 ,37223,organic,2015,San Francisco, CA,283
2015-02-22,$1.11 ,552037,conventional,2015,Seattle, WA,1029
2015-02-22,$1.50 ,35183,organic,2015,Seattle, WA,1029
2015-02-22,$1.03 ,85295,conventional,2015,Spokane, WA,1097
2015-02-22,$1.41 ,4656,organic,2015,Spokane, WA,1097
2015-02-22,$1.32 ,156113,conventional,2015,St. Louis, MO,1841
2015-02-22,$1.80 ,3091,organic,2015,St. Louis, MO,1841
2015-02-22,$1.33 ,42663,conventional,2015,Syracuse, NY,2693
2015-02-22,$1.57 ,1927,organic,2015,Syracuse, NY,2693
2015-02-22,$1.12 ,268415,conventional,2015,Tampa, FL,2636
2015-02-22,$1.68 ,2650,organic,2015,Tampa, FL,2636
2015-03-01,$0.99 ,55596,conventional,2015,Albany, NY,2832
2015-03-01,$1.76 ,1663,organic,2015,Albany, NY,2832
2015-03-01,$0.99 ,512532,conventional,2015,Atlanta, GA,2199
2015-03-01,$1.22 ,16228,organic,2015,Atlanta, GA,2199
2015-03-01,$1.16 ,770115,conventional,2015,BaltimoreWashington, MD,2679
2015-03-01,$1.58 ,15923,organic,2015,BaltimoreWashington, MD,2679
2015-03-01,$1.06 ,75046,conventional,2015,Boise, ID,827
2015-03-01,$1.68 ,1396,organic,2015,Boise, ID,827
2015-03-01,$1.11 ,485736,conventional,2015,Boston, MA,2998
2015-03-01,$1.85 ,3024,organic,2015,Boston, MA,2998
2015-03-01,$1.43 ,112364,conventional,2015,BuffaloRochester, NY,2552
2015-03-01,$1.55 ,3520,organic,2015,BuffaloRochester, NY,2552
2015-03-01,$1.18 ,176146,conventional,2015,Charlotte, NC,2428
2015-03-01,$1.90 ,3545,organic,2015,Charlotte, NC,2428
2015-03-01,$1.09 ,863392,conventional,2015,Chicago, IL,2030
2015-03-01,$1.82 ,11842,organic,2015,Chicago, IL,2030
2015-03-01,$0.89 ,226952,conventional,2015,CincinnatiDayton, OH,2190
2015-03-01,$1.24 ,10963,organic,2015,CincinnatiDayton, OH,2190
2015-03-01,$1.03 ,136795,conventional,2015,Columbus, OH,2261
2015-03-01,$1.86 ,4055,organic,2015,Columbus, OH,2261
2015-03-01,$0.82 ,1144032,conventional,2015,DallasFtWorth, TX,1449
2015-03-01,$1.29 ,17268,organic,2015,DallasFtWorth, TX,1449
2015-03-01,$1.03 ,670821,conventional,2015,Denver, CO,1032
2015-03-01,$1.27 ,36087,organic,2015,Denver, CO,1032
2015-03-01,$0.97 ,397900,conventional,2015,Detroit, MI,2296
2015-03-01,$1.92 ,7174,organic,2015,Detroit, MI,2296
2015-03-01,$0.95 ,263987,conventional,2015,Grand Rapids, MI,2193
2015-03-01,$1.84 ,849,organic,2015,Grand Rapids, MI,2193
2015-03-01,$1.07 ,230913,conventional,2015,HarrisburgScranton, PA,2717
2015-03-01,$1.74 ,3064,organic,2015,HarrisburgScranton, PA,2717
2015-03-01,$1.12 ,314918,conventional,2015,HartfordSpringfield, CT,2906
2015-03-01,$2.17 ,3050,organic,2015,HartfordSpringfield, CT,2906
2015-03-01,$0.87 ,991328,conventional,2015,Houston, TX,1656
2015-03-01,$1.20 ,11761,organic,2015,Houston, TX,1656
2015-03-01,$1.13 ,169556,conventional,2015,Indianapolis, IN,2083
2015-03-01,$1.79 ,1625,organic,2015,Indianapolis, IN,2083
2015-03-01,$1.01 ,167255,conventional,2015,Jacksonville, FL,2440
2015-03-01,$1.75 ,2076,organic,2015,Jacksonville, FL,2440
2015-03-01,$1.05 ,293036,conventional,2015,Las Vegas, NV,286
2015-03-01,$1.61 ,7868,organic,2015,Las Vegas, NV,286
2015-03-01,$0.75 ,3094279,conventional,2015,Los Angeles, CA,111
2015-03-01,$1.14 ,60245,organic,2015,Los Angeles, CA,111
2015-03-01,$1.02 ,78627,conventional,2015,Louisville, KY,2101
2015-03-01,$1.65 ,1511,organic,2015,Louisville, KY,2101
2015-03-01,$0.99 ,169424,conventional,2015,Nashville, TN,2022
2015-03-01,$1.76 ,4270,organic,2015,Nashville, TN,2022
2015-03-01,$1.08 ,224752,conventional,2015,New Orleans, LA,1954
2015-03-01,$1.54 ,2479,organic,2015,New Orleans, LA,1954
2015-03-01,$1.18 ,1338130,conventional,2015,New York, NY,2794
2015-03-01,$2.00 ,20787,organic,2015,New York, NY,2794
2015-03-01,$1.00 ,316199,conventional,2015,Orlando, FL,2617
2015-03-01,$1.70 ,3031,organic,2015,Orlando, FL,2617
2015-03-01,$1.24 ,392412,conventional,2015,Philadelphia, PA,2759
2015-03-01,$1.83 ,3449,organic,2015,Philadelphia, PA,2759
2015-03-01,$0.70 ,1031351,conventional,2015,PhoenixTucson, AZ,482
2015-03-01,$1.37 ,14619,organic,2015,PhoenixTucson, AZ,482
2015-03-01,$1.25 ,65484,conventional,2015,Pittsburgh, PA,2445
2015-03-01,$1.63 ,2224,organic,2015,Pittsburgh, PA,2445
2015-03-01,$0.94 ,598755,conventional,2015,Portland, OR,855
2015-03-01,$1.32 ,30281,organic,2015,Portland, OR,855
2015-03-01,$1.20 ,216841,conventional,2015,RaleighGreensboro, NC,2557
2015-03-01,$1.73 ,5491,organic,2015,RaleighGreensboro, NC,2557
2015-03-01,$1.13 ,194798,conventional,2015,RichmondNorfolk, VA,2632
2015-03-01,$1.47 ,4298,organic,2015,RichmondNorfolk, VA,2632
2015-03-01,$1.02 ,452845,conventional,2015,Sacramento, CA,277
2015-03-01,$1.22 ,45355,organic,2015,Sacramento, CA,277
2015-03-01,$0.83 ,572552,conventional,2015,San Diego, CA,253
2015-03-01,$1.09 ,20407,organic,2015,San Diego, CA,253
2015-03-01,$0.95 ,1039265,conventional,2015,San Francisco, CA,283
2015-03-01,$1.09 ,49820,organic,2015,San Francisco, CA,283
2015-03-01,$1.07 ,613535,conventional,2015,Seattle, WA,1029
2015-03-01,$1.71 ,24530,organic,2015,Seattle, WA,1029
2015-03-01,$1.03 ,88304,conventional,2015,Spokane, WA,1097
2015-03-01,$1.58 ,3506,organic,2015,Spokane, WA,1097
2015-03-01,$1.24 ,179277,conventional,2015,St. Louis, MO,1841
2015-03-01,$1.85 ,3534,organic,2015,St. Louis, MO,1841
2015-03-01,$1.32 ,47890,conventional,2015,Syracuse, NY,2693
2015-03-01,$1.59 ,2109,organic,2015,Syracuse, NY,2693
2015-03-01,$1.00 ,373462,conventional,2015,Tampa, FL,2636
2015-03-01,$1.63 ,2901,organic,2015,Tampa, FL,2636
2015-03-08,$1.07 ,40507,conventional,2015,Albany, NY,2832
2015-03-08,$1.79 ,1626,organic,2015,Albany, NY,2832
2015-03-08,$1.10 ,420826,conventional,2015,Atlanta, GA,2199
2015-03-08,$1.22 ,16027,organic,2015,Atlanta, GA,2199
2015-03-08,$1.26 ,657746,conventional,2015,BaltimoreWashington, MD,2679
2015-03-08,$1.56 ,19054,organic,2015,BaltimoreWashington, MD,2679
2015-03-08,$1.14 ,65350,conventional,2015,Boise, ID,827
2015-03-08,$1.50 ,4314,organic,2015,Boise, ID,827
2015-03-08,$1.17 ,408404,conventional,2015,Boston, MA,2998
2015-03-08,$1.91 ,2567,organic,2015,Boston, MA,2998
2015-03-08,$1.35 ,125725,conventional,2015,BuffaloRochester, NY,2552
2015-03-08,$1.56 ,2163,organic,2015,BuffaloRochester, NY,2552
2015-03-08,$1.25 ,159387,conventional,2015,Charlotte, NC,2428
2015-03-08,$1.84 ,4143,organic,2015,Charlotte, NC,2428
2015-03-08,$1.18 ,772997,conventional,2015,Chicago, IL,2030
2015-03-08,$1.62 ,16545,organic,2015,Chicago, IL,2030
2015-03-08,$0.87 ,219111,conventional,2015,CincinnatiDayton, OH,2190
2015-03-08,$1.17 ,13070,organic,2015,CincinnatiDayton, OH,2190
2015-03-08,$0.95 ,141282,conventional,2015,Columbus, OH,2261
2015-03-08,$1.84 ,4519,organic,2015,Columbus, OH,2261
2015-03-08,$0.75 ,1218684,conventional,2015,DallasFtWorth, TX,1449
2015-03-08,$1.39 ,8558,organic,2015,DallasFtWorth, TX,1449
2015-03-08,$1.03 ,719793,conventional,2015,Denver, CO,1032
2015-03-08,$1.09 ,70859,organic,2015,Denver, CO,1032
2015-03-08,$1.01 ,278695,conventional,2015,Detroit, MI,2296
2015-03-08,$1.83 ,8434,organic,2015,Detroit, MI,2296
2015-03-08,$1.08 ,146836,conventional,2015,Grand Rapids, MI,2193
2015-03-08,$1.78 ,1176,organic,2015,Grand Rapids, MI,2193
2015-03-08,$1.15 ,192278,conventional,2015,HarrisburgScranton, PA,2717
2015-03-08,$1.60 ,6095,organic,2015,HarrisburgScranton, PA,2717
2015-03-08,$1.43 ,210375,conventional,2015,HartfordSpringfield, CT,2906
2015-03-08,$2.18 ,3286,organic,2015,HartfordSpringfield, CT,2906
